customer_id_num,customer_age,customer_gender,item_id_num,item_category_num,item_price,item_color,item_avg_rating,item_years_since_release,customer_item_views,purchase_device_num,label
80,22,2,5,2,1281.0,1,3.2,1.27,6,0,1
81,18,2,66,2,1236.9,4,3.57,2.13,6,0,1
82,23,2,11,3,1454.61,5,3.34,2.46,3,0,1
83,24,2,24,3,1258.72,5,3.65,1.55,2,1,1
84,20,2,1,2,1489.82,5,3.74,0.61,5,1,1
85,26,2,40,3,1417.74,5,3.42,1.22,3,1,1
86,21,2,50,3,1329.27,4,3.54,2.38,6,0,1
87,24,2,17,1,1217.75,4,3.34,0.27,6,0,1
88,27,1,3,3,1079.45,5,3.02,0.46,5,0,1
89,27,0,79,3,1000.74,1,3.21,0.49,9,0,1
90,22,2,65,1,1274.19,5,3.48,2.1,7,0,1
91,18,1,67,1,1362.81,4,3.31,2.18,4,1,1
92,20,1,33,2,1318.94,4,3.34,1.0,3,0,1
93,29,1,100,2,1382.22,1,3.44,0.06,6,0,1
94,29,1,7,2,1360.0,1,3.06,0.27,9,0,1
95,20,2,83,1,1012.6,5,3.57,0.3,5,1,1
96,27,1,65,1,1274.19,5,3.48,2.1,8,0,1
97,27,1,1,2,1489.82,5,3.74,0.61,4,1,1
98,26,0,39,3,1482.01,1,3.49,0.61,2,0,1
99,25,1,2,3,1093.05,1,3.54,2.59,5,0,1
100,19,1,84,1,1312.51,4,3.61,1.32,5,1,1
101,29,1,11,3,1454.61,5,3.34,2.46,4,1,1
103,28,2,11,3,1454.61,5,3.34,2.46,6,0,1
104,20,2,89,1,1173.26,4,3.39,2.17,3,0,1
105,21,2,88,2,1216.01,1,3.49,1.17,2,0,1
106,20,2,92,1,1469.53,1,4.22,0.21,4,1,1
107,24,2,89,1,1173.26,4,3.39,2.17,2,0,1
108,27,1,2,3,1093.05,1,3.54,2.59,8,0,1
109,28,1,47,1,1320.1,4,3.93,0.71,2,1,1
110,27,2,57,2,1001.91,6,3.53,1.84,5,0,1
111,27,1,29,1,1253.71,5,3.51,2.61,4,0,1
112,23,2,53,1,1160.75,4,3.34,1.18,2,0,1
113,21,1,96,3,1475.75,1,3.07,0.95,3,1,1
114,21,2,30,2,1441.13,4,3.16,0.1,3,0,1
115,23,2,49,2,1495.27,5,3.41,1.71,5,0,1
116,20,2,82,3,1489.26,1,3.72,1.32,6,0,1
117,21,2,77,2,1405.44,4,3.59,2.62,5,0,1
118,29,1,81,3,1064.97,5,4.4,0.35,6,0,1
119,25,1,61,2,1398.12,6,2.88,0.38,3,0,1
120,22,1,54,2,1433.47,5,3.52,2.52,4,1,1
121,21,1,59,2,1322.07,5,3.85,0.51,2,1,1
122,26,1,84,1,1312.51,4,3.61,1.32,6,0,1
123,23,1,32,1,1274.79,5,3.53,2.42,3,0,1
124,27,1,57,2,1001.91,6,3.53,1.84,8,0,1
125,29,1,33,2,1318.94,4,3.34,1.0,3,0,1
126,27,1,22,3,1148.62,1,3.57,0.11,5,0,1
127,21,2,61,2,1398.12,6,2.88,0.38,5,0,1
128,18,2,46,2,1432.79,1,2.83,0.06,8,1,1
129,20,0,17,1,1217.75,4,3.34,0.27,2,0,1
130,26,1,24,3,1258.72,5,3.65,1.55,4,0,1
131,22,1,44,2,1482.01,1,3.19,2.41,3,0,1
132,18,1,80,1,1271.24,1,3.96,0.07,8,1,1
133,28,1,49,2,1495.27,5,3.41,1.71,1,0,1
134,20,2,12,3,1143.57,5,3.31,1.42,5,1,1
135,22,2,1,2,1489.82,5,3.74,0.61,1,1,1
136,22,2,2,3,1093.05,1,3.54,2.59,2,0,1
137,27,1,30,2,1441.13,4,3.16,0.1,3,0,1
138,18,2,70,1,1318.27,5,3.59,2.04,7,0,1
139,27,0,50,3,1329.27,4,3.54,2.38,3,0,1
141,28,1,77,2,1405.44,4,3.59,2.62,8,0,1
142,22,0,95,3,1025.01,6,3.79,1.53,4,1,1
143,23,1,98,3,1333.23,5,3.45,1.17,5,0,1
144,19,2,33,2,1318.94,4,3.34,1.0,4,0,1
145,21,2,44,2,1482.01,1,3.19,2.41,6,0,1
146,24,2,21,1,1486.39,1,2.83,0.26,1,0,1
147,27,1,84,1,1312.51,4,3.61,1.32,1,0,1
148,25,1,44,2,1482.01,1,3.19,2.41,3,1,1
149,28,1,49,2,1495.27,5,3.41,1.71,10,0,1
150,24,2,11,3,1454.61,5,3.34,2.46,6,0,1
5,23,2,34,2,1021.87,4,3.44,2.14,9,0,1
65,27,1,32,1,1274.79,5,3.53,2.42,10,0,1
85,26,2,84,1,1312.51,4,3.61,1.32,3,0,1
26,20,2,64,2,1008.78,5,3.62,1.35,4,0,1
127,21,2,27,2,1302.04,1,3.15,1.95,1,0,1
142,22,0,33,2,1318.94,4,3.34,1.0,5,0,1
64,22,2,77,2,1405.44,4,3.59,2.62,4,0,1
103,28,2,99,1,1072.19,1,3.62,1.81,3,0,1
56,21,2,74,1,1328.32,5,3.45,2.41,1,0,1
12,19,2,74,1,1328.32,5,3.45,2.41,4,0,1
21,29,1,27,2,1302.04,1,3.15,1.95,9,0,1
135,22,2,51,3,1033.0,6,3.48,1.75,5,0,1
93,29,1,62,2,1007.35,4,3.7,0.87,4,0,1
139,27,0,56,3,1374.32,5,3.37,1.11,5,0,1
141,28,1,31,1,1029.76,5,3.23,0.84,6,0,1
53,20,1,53,1,1160.75,4,3.34,1.18,5,0,1
80,22,2,38,1,1182.3,4,3.52,1.01,3,0,1
3,25,2,18,1,1038.54,5,3.52,1.14,4,0,1
26,20,2,19,3,1332.49,4,3.42,2.15,4,1,1
28,28,1,68,2,1404.93,6,3.16,0.84,1,0,1
72,23,2,21,1,1486.39,1,2.83,0.26,6,0,1
71,29,1,51,3,1033.0,6,3.48,1.75,7,0,1
141,28,1,34,2,1021.87,4,3.44,2.14,5,1,1
6,27,1,53,1,1160.75,4,3.34,1.18,9,0,1
78,29,2,61,2,1398.12,6,2.88,0.38,4,0,1
128,18,2,25,3,1474.05,5,3.94,1.22,2,0,1
89,27,0,58,1,1021.15,4,3.83,0.19,4,0,1
32,18,2,13,1,1083.02,5,3.45,0.4,9,0,1
79,20,2,80,1,1271.24,1,3.96,0.07,3,0,1
125,29,1,96,3,1475.75,1,3.07,0.95,4,0,1
14,29,1,48,3,1346.27,4,3.64,0.51,2,0,1
102,18,1,76,1,1444.44,4,3.5,0.66,6,0,1
65,27,1,12,3,1143.57,5,3.31,1.42,4,0,1
72,23,2,57,2,1001.91,6,3.53,1.84,5,0,1
97,27,1,99,1,1072.19,1,3.62,1.81,8,1,1
13,27,2,31,1,1029.76,5,3.23,0.84,6,1,1
130,26,1,100,2,1382.22,1,3.44,0.06,2,0,1
20,22,1,2,3,1093.05,1,3.54,2.59,6,1,1
110,27,2,64,2,1008.78,5,3.62,1.35,5,0,1
7,20,0,3,3,1079.45,5,3.02,0.46,3,0,1
111,27,1,89,1,1173.26,4,3.39,2.17,3,0,1
34,22,2,79,3,1000.74,1,3.21,0.49,12,0,1
26,20,2,28,1,1268.5,4,3.4,2.59,5,0,1
85,26,2,18,1,1038.54,5,3.52,1.14,4,0,1
44,20,1,2,3,1093.05,1,3.54,2.59,6,0,1
76,21,2,76,1,1444.44,4,3.5,0.66,5,0,1
4,23,2,75,1,1290.04,6,3.53,2.45,8,0,1
95,20,2,61,2,1398.12,6,2.88,0.38,2,0,1
26,20,2,92,1,1469.53,1,4.22,0.21,7,0,1
9,21,2,31,1,1029.76,5,3.23,0.84,9,0,1
137,27,1,11,3,1454.61,5,3.34,2.46,5,1,1
92,20,1,16,1,1356.01,1,3.85,0.64,9,1,1
104,20,2,91,1,1007.56,6,4.02,0.44,6,1,1
139,27,0,7,2,1360.0,1,3.06,0.27,4,0,1
110,27,2,1,2,1489.82,5,3.74,0.61,5,0,1
77,20,1,100,2,1382.22,1,3.44,0.06,2,0,1
30,26,1,71,2,1080.84,5,3.41,2.7,6,0,1
116,20,2,24,3,1258.72,5,3.65,1.55,5,1,1
107,24,2,48,3,1346.27,4,3.64,0.51,7,0,1
133,28,1,21,1,1486.39,1,2.83,0.26,5,0,1
32,18,2,64,2,1008.78,5,3.62,1.35,8,0,1
45,24,2,83,1,1012.6,5,3.57,0.3,2,0,1
57,29,1,53,1,1160.75,4,3.34,1.18,9,1,1
93,29,1,2,3,1093.05,1,3.54,2.59,6,0,1
22,22,2,5,2,1281.0,1,3.2,1.27,7,0,1
150,24,2,24,3,1258.72,5,3.65,1.55,4,1,1
97,27,1,98,3,1333.23,5,3.45,1.17,4,1,1
118,29,1,100,2,1382.22,1,3.44,0.06,7,0,1
139,27,0,28,1,1268.5,4,3.4,2.59,3,0,1
119,25,1,40,3,1417.74,5,3.42,1.22,3,0,1
5,23,2,18,1,1038.54,5,3.52,1.14,6,0,1
13,27,2,2,3,1093.05,1,3.54,2.59,6,1,1
138,18,2,11,3,1454.61,5,3.34,2.46,4,1,1
111,27,1,11,3,1454.61,5,3.34,2.46,6,0,1
18,24,2,50,3,1329.27,4,3.54,2.38,4,0,1
120,22,1,19,3,1332.49,4,3.42,2.15,8,0,1
150,24,2,15,3,1055.37,5,3.41,1.16,1,1,1
24,22,1,14,3,1006.3,6,3.28,1.25,1,0,1
52,28,1,6,2,1490.65,6,3.57,2.5,5,0,1
76,21,2,72,1,1463.1,1,5.0,0.16,3,0,1
59,18,2,78,1,1022.7,5,3.26,1.01,10,0,1
122,26,1,14,3,1006.3,6,3.28,1.25,5,1,1
55,26,1,75,1,1290.04,6,3.53,2.45,3,0,1
113,21,1,46,2,1432.79,1,2.83,0.06,3,0,1
40,23,2,31,1,1029.76,5,3.23,0.84,7,0,1
148,25,1,62,2,1007.35,4,3.7,0.87,2,0,1
9,21,2,65,1,1274.19,5,3.48,2.1,3,0,1
57,29,1,43,1,1103.65,4,4.0,1.33,3,0,1
13,27,2,39,3,1482.01,1,3.49,0.61,5,0,1
109,28,1,21,1,1486.39,1,2.83,0.26,5,0,1
117,21,2,56,3,1374.32,5,3.37,1.11,5,0,1
41,18,2,96,3,1475.75,1,3.07,0.95,4,0,1
82,23,2,33,2,1318.94,4,3.34,1.0,4,0,1
102,18,1,68,2,1404.93,6,3.16,0.84,3,0,1
89,27,0,65,1,1274.19,5,3.48,2.1,2,0,1
22,22,2,99,1,1072.19,1,3.62,1.81,8,0,1
120,22,1,81,3,1064.97,5,4.4,0.35,5,1,1
109,28,1,16,1,1356.01,1,3.85,0.64,4,0,1
84,20,2,37,2,1071.3,5,3.35,1.17,2,0,1
135,22,2,33,2,1318.94,4,3.34,1.0,9,0,1
43,23,2,40,3,1417.74,5,3.42,1.22,2,0,1
31,28,0,90,3,1086.06,1,3.46,1.37,13,1,1
23,18,1,75,1,1290.04,6,3.53,2.45,8,1,1
34,22,2,31,1,1029.76,5,3.23,0.84,4,0,1
65,27,1,95,3,1025.01,6,3.79,1.53,6,0,1
86,21,2,15,3,1055.37,5,3.41,1.16,3,0,1
41,18,2,88,2,1216.01,1,3.49,1.17,2,0,1
60,20,0,7,2,1360.0,1,3.06,0.27,5,0,1
143,23,1,69,2,1003.92,5,3.92,0.48,6,1,1
54,19,2,40,3,1417.74,5,3.42,1.22,5,0,1
72,23,2,49,2,1495.27,5,3.41,1.71,3,0,1
65,27,1,97,3,1126.68,1,3.33,1.07,6,1,1
84,20,2,17,1,1217.75,4,3.34,0.27,7,0,1
8,22,2,86,3,1202.26,4,3.47,2.4,5,0,1
150,24,2,47,1,1320.1,4,3.93,0.71,10,1,1
6,27,1,19,3,1332.49,4,3.42,2.15,5,0,1
61,29,0,14,3,1006.3,6,3.28,1.25,5,0,1
93,29,1,32,1,1274.79,5,3.53,2.42,3,0,1
45,24,2,8,1,1472.85,6,3.46,2.42,7,0,1
26,20,2,54,2,1433.47,5,3.52,2.52,5,0,1
25,26,1,77,2,1405.44,4,3.59,2.62,5,0,1
45,24,2,39,3,1482.01,1,3.49,0.61,9,0,1
146,24,2,45,3,1340.38,1,2.63,0.16,6,0,1
45,24,2,47,1,1320.1,4,3.93,0.71,6,0,1
104,20,2,49,2,1495.27,5,3.41,1.71,3,0,1
112,23,2,37,2,1071.3,5,3.35,1.17,3,1,1
124,27,1,68,2,1404.93,6,3.16,0.84,6,1,1
52,28,1,56,3,1374.32,5,3.37,1.11,5,1,1
140,19,2,31,1,1029.76,5,3.23,0.84,7,0,1
112,23,2,18,1,1038.54,5,3.52,1.14,11,0,1
1,28,1,57,2,1001.91,6,3.53,1.84,6,0,1
62,20,1,27,2,1302.04,1,3.15,1.95,7,0,1
73,23,2,92,1,1469.53,1,4.22,0.21,4,1,1
82,23,2,71,2,1080.84,5,3.41,2.7,5,0,1
109,28,1,45,3,1340.38,1,2.63,0.16,11,0,1
45,24,2,5,2,1281.0,1,3.2,1.27,4,0,1
105,21,2,93,1,1271.0,1,3.36,2.5,6,0,1
62,20,1,79,3,1000.74,1,3.21,0.49,4,0,1
10,27,1,11,3,1454.61,5,3.34,2.46,4,0,1
68,24,2,44,2,1482.01,1,3.19,2.41,4,0,1
130,26,1,23,2,1142.65,5,3.65,1.99,3,0,1
46,19,2,25,3,1474.05,5,3.94,1.22,5,0,1
34,22,2,94,2,1457.27,4,4.05,0.19,4,0,1
63,22,1,52,1,1355.06,6,3.37,2.22,7,0,1
111,27,1,11,3,1454.61,5,3.34,2.46,5,0,1
50,22,2,32,1,1274.79,5,3.53,2.42,4,0,1
108,27,1,52,1,1355.06,6,3.37,2.22,6,0,1
54,19,2,33,2,1318.94,4,3.34,1.0,8,0,1
2,24,1,39,3,1482.01,1,3.49,0.61,3,0,1
53,20,1,43,1,1103.65,4,4.0,1.33,2,1,1
143,23,1,75,1,1290.04,6,3.53,2.45,5,0,1
98,26,0,30,2,1441.13,4,3.16,0.1,10,0,1
10,27,1,21,1,1486.39,1,2.83,0.26,3,0,1
32,18,2,52,1,1355.06,6,3.37,2.22,3,0,1
106,20,2,76,1,1444.44,4,3.5,0.66,5,0,1
8,22,2,46,2,1432.79,1,2.83,0.06,4,0,1
132,18,1,7,2,1360.0,1,3.06,0.27,6,0,1
115,23,2,78,1,1022.7,5,3.26,1.01,7,0,1
69,25,1,87,3,1190.72,4,3.46,1.93,7,0,1
10,27,1,73,1,1317.72,6,3.69,1.62,5,0,1
93,29,1,99,1,1072.19,1,3.62,1.81,5,0,1
145,21,2,4,3,1487.42,6,3.45,1.63,3,0,1
118,29,1,43,1,1103.65,4,4.0,1.33,7,0,1
76,21,2,62,2,1007.35,4,3.7,0.87,6,1,1
128,18,2,64,2,1008.78,5,3.62,1.35,10,0,1
110,27,2,89,1,1173.26,4,3.39,2.17,1,0,1
56,21,2,86,3,1202.26,4,3.47,2.4,8,1,1
11,24,2,64,2,1008.78,5,3.62,1.35,4,0,1
34,22,2,44,2,1482.01,1,3.19,2.41,3,0,1
10,27,1,70,1,1318.27,5,3.59,2.04,10,0,1
146,24,2,51,3,1033.0,6,3.48,1.75,3,0,1
42,23,1,66,2,1236.9,4,3.57,2.13,1,0,1
74,23,2,22,3,1148.62,1,3.57,0.11,6,0,1
84,20,2,13,1,1083.02,5,3.45,0.4,3,0,1
46,19,2,90,3,1086.06,1,3.46,1.37,6,0,1
33,20,2,65,1,1274.19,5,3.48,2.1,2,1,1
88,27,1,85,2,1314.0,5,3.2,1.36,3,0,1
66,25,1,16,1,1356.01,1,3.85,0.64,3,0,1
92,20,1,1,2,1489.82,5,3.74,0.61,6,1,1
142,22,0,11,3,1454.61,5,3.34,2.46,3,0,1
62,20,1,6,2,1490.65,6,3.57,2.5,5,0,1
142,22,0,56,3,1374.32,5,3.37,1.11,5,0,1
92,20,1,8,1,1472.85,6,3.46,2.42,3,0,1
31,28,0,4,3,1487.42,6,3.45,1.63,3,0,1
149,28,1,14,3,1006.3,6,3.28,1.25,5,0,1
136,22,2,88,2,1216.01,1,3.49,1.17,5,1,1
73,23,2,23,2,1142.65,5,3.65,1.99,3,0,1
113,21,1,63,3,1438.82,4,3.47,1.69,4,0,1
68,24,2,18,1,1038.54,5,3.52,1.14,8,0,1
35,28,1,91,1,1007.56,6,4.02,0.44,6,1,1
136,22,2,13,1,1083.02,5,3.45,0.4,6,0,1
106,20,2,3,3,1079.45,5,3.02,0.46,4,1,1
16,19,2,16,1,1356.01,1,3.85,0.64,4,1,1
124,27,1,77,2,1405.44,4,3.59,2.62,6,0,1
136,22,2,73,1,1317.72,6,3.69,1.62,2,0,1
133,28,1,40,3,1417.74,5,3.42,1.22,2,0,1
116,20,2,80,1,1271.24,1,3.96,0.07,7,0,1
104,20,2,10,3,1439.79,4,3.63,1.07,5,0,1
143,23,1,10,3,1439.79,4,3.63,1.07,5,0,1
130,26,1,70,1,1318.27,5,3.59,2.04,4,1,1
92,20,1,64,2,1008.78,5,3.62,1.35,8,0,1
127,21,2,46,2,1432.79,1,2.83,0.06,6,0,1
127,21,2,81,3,1064.97,5,4.4,0.35,7,0,1
105,21,2,40,3,1417.74,5,3.42,1.22,1,0,1
93,29,1,29,1,1253.71,5,3.51,2.61,5,0,1
149,28,1,69,2,1003.92,5,3.92,0.48,4,1,1
17,29,1,68,2,1404.93,6,3.16,0.84,5,0,1
16,19,2,83,1,1012.6,5,3.57,0.3,4,0,1
69,25,1,50,3,1329.27,4,3.54,2.38,6,0,1
62,20,1,49,2,1495.27,5,3.41,1.71,4,0,1
87,24,2,64,2,1008.78,5,3.62,1.35,5,0,1
139,27,0,45,3,1340.38,1,2.63,0.16,10,0,1
94,29,1,84,1,1312.51,4,3.61,1.32,6,0,1
16,19,2,30,2,1441.13,4,3.16,0.1,3,0,1
93,29,1,38,1,1182.3,4,3.52,1.01,3,0,1
99,25,1,3,3,1079.45,5,3.02,0.46,3,0,1
78,29,2,5,2,1281.0,1,3.2,1.27,6,0,1
125,29,1,73,1,1317.72,6,3.69,1.62,6,0,1
16,19,2,63,3,1438.82,4,3.47,1.69,7,0,1
60,20,0,12,3,1143.57,5,3.31,1.42,4,0,1
150,24,2,2,3,1093.05,1,3.54,2.59,7,0,1
14,29,1,17,1,1217.75,4,3.34,0.27,6,0,1
4,23,2,84,1,1312.51,4,3.61,1.32,2,0,1
111,27,1,94,2,1457.27,4,4.05,0.19,3,0,1
147,27,1,4,3,1487.42,6,3.45,1.63,2,0,1
96,27,1,96,3,1475.75,1,3.07,0.95,5,0,1
78,29,2,45,3,1340.38,1,2.63,0.16,6,0,1
104,20,2,39,3,1482.01,1,3.49,0.61,6,0,1
104,20,2,49,2,1495.27,5,3.41,1.71,5,0,1
42,23,1,2,3,1093.05,1,3.54,2.59,3,0,1
99,25,1,4,3,1487.42,6,3.45,1.63,3,0,1
13,27,2,56,3,1374.32,5,3.37,1.11,1,0,1
95,20,2,44,2,1482.01,1,3.19,2.41,6,0,1
150,24,2,79,3,1000.74,1,3.21,0.49,7,0,1
69,25,1,53,1,1160.75,4,3.34,1.18,3,0,1
147,27,1,55,1,1144.99,1,3.55,2.64,3,0,1
114,21,2,66,2,1236.9,4,3.57,2.13,1,0,1
119,25,1,78,1,1022.7,5,3.26,1.01,5,0,1
109,28,1,2,3,1093.05,1,3.54,2.59,3,0,1
10,27,1,86,3,1202.26,4,3.47,2.4,6,0,1
42,23,1,17,1,1217.75,4,3.34,0.27,2,0,1
29,20,1,76,1,1444.44,4,3.5,0.66,2,0,1
143,23,1,39,3,1482.01,1,3.49,0.61,4,0,1
94,29,1,2,3,1093.05,1,3.54,2.59,2,0,1
142,22,0,65,1,1274.19,5,3.48,2.1,3,1,1
143,23,1,18,1,1038.54,5,3.52,1.14,2,0,1
85,26,2,89,1,1173.26,4,3.39,2.17,4,0,1
84,20,2,30,2,1441.13,4,3.16,0.1,2,1,1
5,23,2,67,1,1362.81,4,3.31,2.18,7,0,1
76,21,2,51,3,1033.0,6,3.48,1.75,5,1,1
6,27,1,31,1,1029.76,5,3.23,0.84,4,0,1
41,18,2,83,1,1012.6,5,3.57,0.3,5,0,1
26,20,2,5,2,1281.0,1,3.2,1.27,7,0,1
1,28,1,52,1,1355.06,6,3.37,2.22,2,0,1
33,20,2,22,3,1148.62,1,3.57,0.11,5,0,1
134,20,2,72,1,1463.1,1,5.0,0.16,9,0,1
7,20,0,30,2,1441.13,4,3.16,0.1,2,0,1
122,26,1,89,1,1173.26,4,3.39,2.17,6,0,1
53,20,1,19,3,1332.49,4,3.42,2.15,5,0,1
108,27,1,6,2,1490.65,6,3.57,2.5,3,0,1
122,26,1,94,2,1457.27,4,4.05,0.19,6,0,1
124,27,1,82,3,1489.26,1,3.72,1.32,7,0,1
78,29,2,55,1,1144.99,1,3.55,2.64,4,0,1
107,24,2,71,2,1080.84,5,3.41,2.7,8,0,1
83,24,2,85,2,1314.0,5,3.2,1.36,5,0,1
40,23,2,70,1,1318.27,5,3.59,2.04,7,0,1
57,29,1,10,3,1439.79,4,3.63,1.07,3,0,1
137,27,1,54,2,1433.47,5,3.52,2.52,3,0,1
123,23,1,8,1,1472.85,6,3.46,2.42,6,0,1
145,21,2,92,1,1469.53,1,4.22,0.21,8,0,1
50,22,2,28,1,1268.5,4,3.4,2.59,7,0,1
109,28,1,75,1,1290.04,6,3.53,2.45,3,0,1
87,24,2,16,1,1356.01,1,3.85,0.64,4,0,1
3,25,2,9,2,1489.03,4,3.26,2.06,4,0,1
148,25,1,59,2,1322.07,5,3.85,0.51,7,0,1
44,20,1,15,3,1055.37,5,3.41,1.16,3,0,1
25,26,1,21,1,1486.39,1,2.83,0.26,7,0,1
28,28,1,14,3,1006.3,6,3.28,1.25,13,0,1
59,18,2,19,3,1332.49,4,3.42,2.15,11,0,1
46,19,2,92,1,1469.53,1,4.22,0.21,4,0,1
93,29,1,11,3,1454.61,5,3.34,2.46,3,0,1
33,20,2,37,2,1071.3,5,3.35,1.17,7,0,1
63,22,1,72,1,1463.1,1,5.0,0.16,6,0,1
133,28,1,5,2,1281.0,1,3.2,1.27,4,1,1
25,26,1,82,3,1489.26,1,3.72,1.32,8,0,1
149,28,1,67,1,1362.81,4,3.31,2.18,9,1,1
55,26,1,57,2,1001.91,6,3.53,1.84,6,1,1
18,24,2,44,2,1482.01,1,3.19,2.41,6,0,1
52,28,1,81,3,1064.97,5,4.4,0.35,4,0,1
71,29,1,73,1,1317.72,6,3.69,1.62,7,0,1
36,18,2,100,2,1382.22,1,3.44,0.06,4,0,1
97,27,1,47,1,1320.1,4,3.93,0.71,4,0,1
145,21,2,27,2,1302.04,1,3.15,1.95,4,0,1
11,24,2,11,3,1454.61,5,3.34,2.46,3,0,1
73,23,2,25,3,1474.05,5,3.94,1.22,8,0,1
40,23,2,84,1,1312.51,4,3.61,1.32,4,0,1
48,29,1,63,3,1438.82,4,3.47,1.69,8,0,1
35,28,1,56,3,1374.32,5,3.37,1.11,7,0,1
44,20,1,32,1,1274.79,5,3.53,2.42,7,0,1
58,20,2,86,3,1202.26,4,3.47,2.4,6,0,1
80,22,2,38,1,1182.3,4,3.52,1.01,8,0,1
122,26,1,85,2,1314.0,5,3.2,1.36,4,0,1
99,25,1,82,3,1489.26,1,3.72,1.32,4,0,1
