purchase_id,customer_id_num,customer_age,customer_gender,item_id_num,item_title_num,item_category_num,item_price,item_color,item_avg_rating,item_num_ratings,item_years_since_release,purchase_timestamp,customer_item_views,purchase_item_rating,purchase_device_num,label
28,29,20,1,26,21,2.0,1300.33,5,,0,0.12,2025-11-09,2,,0,1
29,30,26,1,85,21,2.0,1314.0,5,3.2,25,1.36,2024-06-13,8,3.5,0,1
30,31,28,0,32,22,1.0,1274.79,5,3.53,57,2.42,2023-04-29,5,4.5,1,1
31,32,18,2,82,23,3.0,1489.26,1,3.72,34,1.32,2024-06-17,7,,1,1
32,33,20,2,92,24,1.0,1469.53,1,4.22,1,0.21,2025-07-09,7,,0,1
33,34,22,2,66,16,2.0,1236.9,4,3.57,34,2.13,2023-10-22,4,4.0,0,1
34,35,28,1,54,2,2.0,1433.47,5,3.52,61,2.52,2023-04-19,5,,0,1
35,36,18,2,51,25,3.0,1033.0,6,3.48,59,1.75,2024-03-28,2,4.0,1,1
36,37,18,1,54,2,2.0,1433.47,5,3.52,61,2.52,2023-05-28,4,,0,1
37,38,19,2,68,26,2.0,1404.93,6,3.16,29,0.84,2025-03-04,4,3.0,0,1
38,39,18,2,15,27,3.0,1055.37,5,3.41,30,1.16,2024-10-21,4,,0,1
39,40,23,2,57,28,2.0,1001.91,6,3.53,47,1.84,2024-01-03,6,,1,1
40,41,18,2,44,29,2.0,1482.01,1,3.19,47,2.41,2023-08-06,2,,0,1
42,43,23,2,17,1,1.0,1217.75,4,3.34,6,0.27,2025-08-17,2,,0,1
43,44,20,1,11,30,3.0,1454.61,5,3.34,69,2.46,2023-08-03,3,,1,1
44,45,24,2,47,15,1.0,1320.1,4,3.93,21,0.71,2025-03-22,5,3.0,1,1
45,46,19,2,79,31,3.0,1000.74,1,3.21,10,0.49,2025-07-17,4,,0,1
47,48,29,1,91,9,1.0,1007.56,6,4.02,17,0.44,2025-06-24,6,,0,1
48,49,18,2,72,13,1.0,1463.1,1,5.0,2,0.16,2025-08-22,7,,1,1
49,50,22,2,72,13,1.0,1463.1,1,5.0,2,0.16,2025-08-04,7,,0,1
50,51,20,1,16,32,1.0,1356.01,1,3.85,22,0.64,2025-02-08,3,,0,1
51,52,28,1,67,4,1.0,1362.81,4,3.31,49,2.18,2023-09-02,2,,0,1
52,53,20,1,2,33,3.0,1093.05,1,3.54,66,2.59,2023-05-30,5,,1,1
53,54,19,2,17,1,1.0,1217.75,4,3.34,6,0.27,2025-09-10,7,,0,1
54,55,26,1,66,16,2.0,1236.9,4,3.57,34,2.13,2023-11-04,4,,0,1
55,56,21,2,14,34,3.0,1006.3,6,3.28,33,1.25,2024-09-21,4,,0,1
57,58,20,2,51,25,3.0,1033.0,6,3.48,59,1.75,2024-04-12,3,,0,1
58,59,18,2,68,26,2.0,1404.93,6,3.16,29,0.84,2025-01-21,6,4.5,1,1
59,60,20,0,88,20,2.0,1216.01,1,3.49,23,1.17,2024-11-08,2,,0,1
60,61,29,0,28,13,1.0,1268.5,4,3.4,72,2.59,2023-03-03,9,,0,1
61,62,20,1,3,23,3.0,1079.45,5,3.02,4,0.46,2025-08-02,3,,0,1
62,63,22,1,40,10,3.0,1417.74,5,3.42,19,1.22,2024-08-26,7,4.0,0,1
63,64,22,2,32,22,1.0,1274.79,5,3.53,57,2.42,2023-06-13,6,,0,1
64,65,27,1,34,35,2.0,1021.87,4,3.44,28,2.14,2023-09-15,8,,1,1
65,66,25,1,94,2,2.0,1457.27,4,4.05,6,0.19,2025-08-14,7,3.5,1,1
66,67,28,1,13,36,1.0,1083.02,5,3.45,13,0.4,2025-07-28,6,,0,1
67,68,24,2,32,22,1.0,1274.79,5,3.53,57,2.42,2023-07-23,9,,0,1
68,69,25,1,67,4,1.0,1362.81,4,3.31,49,2.18,2023-09-07,2,4.0,0,1
69,70,21,1,90,10,3.0,1086.06,1,3.46,38,1.37,2024-07-19,4,,0,1
70,71,29,1,53,1,1.0,1160.75,4,3.34,19,1.18,2024-10-09,4,,0,1
71,72,23,2,46,37,2.0,1432.79,1,2.83,3,0.06,2025-10-30,4,,0,1
72,73,23,2,11,30,3.0,1454.61,5,3.34,69,2.46,2023-06-12,5,,0,1
73,74,23,2,79,31,3.0,1000.74,1,3.21,10,0.49,2025-03-25,11,,1,1
74,75,25,1,39,38,3.0,1482.01,1,3.49,13,0.61,2025-05-20,10,,0,1
75,76,21,2,13,36,1.0,1083.02,5,3.45,13,0.4,2025-06-04,8,4.5,1,1
76,77,20,1,14,34,3.0,1006.3,6,3.28,33,1.25,2024-10-02,4,,0,1
77,78,29,2,27,39,2.0,1302.04,1,3.15,35,1.95,2023-12-05,7,,1,1
78,79,20,2,25,40,3.0,1474.05,5,3.94,24,1.22,2024-07-10,7,,0,1
79,80,22,2,5,5,2.0,1281.0,1,3.2,27,1.27,2024-09-13,6,,0,1
80,81,18,2,66,16,2.0,1236.9,4,3.57,34,2.13,2023-12-03,6,,0,1
81,82,23,2,11,30,3.0,1454.61,5,3.34,69,2.46,2023-07-20,3,,0,1
82,83,24,2,24,8,3.0,1258.72,5,3.65,35,1.55,2024-04-30,2,,1,1
83,84,20,2,1,7,2.0,1489.82,5,3.74,19,0.61,2025-05-22,5,4.0,1,1
84,85,26,2,40,10,3.0,1417.74,5,3.42,19,1.22,2024-09-11,3,,1,1
85,86,21,2,50,33,3.0,1329.27,4,3.54,67,2.38,2023-07-11,6,4.5,0,1
86,87,24,2,17,1,1.0,1217.75,4,3.34,6,0.27,2025-07-03,6,,0,1
87,88,27,1,3,23,3.0,1079.45,5,3.02,4,0.46,2025-06-11,5,,0,1
88,89,27,0,79,31,3.0,1000.74,1,3.21,10,0.49,2025-07-18,9,3.0,0,1
89,90,22,2,65,4,1.0,1274.19,5,3.48,45,2.1,2023-10-24,7,,0,1
90,91,18,1,67,4,1.0,1362.81,4,3.31,49,2.18,2023-11-08,4,,1,1
91,92,20,1,33,16,2.0,1318.94,4,3.34,23,1.0,2025-01-01,3,,0,1
92,93,29,1,100,2,2.0,1382.22,1,3.44,6,0.06,2025-09-18,6,,0,1
93,94,29,1,7,7,2.0,1360.0,1,3.06,6,0.27,2025-06-18,9,,0,1
94,95,20,2,83,1,1.0,1012.6,5,3.57,8,0.3,2025-09-09,5,5.0,1,1
95,96,27,1,65,4,1.0,1274.19,5,3.48,45,2.1,2023-10-12,8,,0,1
96,97,27,1,1,7,2.0,1489.82,5,3.74,19,0.61,2025-06-01,4,,1,1
97,98,26,0,39,38,3.0,1482.01,1,3.49,13,0.61,2025-05-22,2,,0,1
98,99,25,1,2,33,3.0,1093.05,1,3.54,66,2.59,2023-06-14,5,,0,1
99,100,19,1,84,41,1.0,1312.51,4,3.61,29,1.32,2024-07-12,5,,1,1
100,101,29,1,11,30,3.0,1454.61,5,3.34,69,2.46,2023-04-13,4,,1,1
102,103,28,2,11,30,3.0,1454.61,5,3.34,69,2.46,2023-04-10,6,4.5,0,1
103,104,20,2,89,12,1.0,1173.26,4,3.39,57,2.17,2023-10-04,3,4.5,0,1
104,105,21,2,88,20,2.0,1216.01,1,3.49,23,1.17,2024-09-20,2,,0,1
105,106,20,2,92,24,1.0,1469.53,1,4.22,1,0.21,2025-10-12,4,,1,1
106,107,24,2,89,12,1.0,1173.26,4,3.39,57,2.17,2023-08-11,2,4.5,0,1
107,108,27,1,2,33,3.0,1093.05,1,3.54,66,2.59,2023-03-03,8,,0,1
108,109,28,1,47,15,1.0,1320.1,4,3.93,21,0.71,2025-02-05,2,,1,1
109,110,27,2,57,28,2.0,1001.91,6,3.53,47,1.84,2023-12-04,5,,0,1
110,111,27,1,29,19,1.0,1253.71,5,3.51,78,2.61,2023-06-04,4,,0,1
111,112,23,2,53,1,1.0,1160.75,4,3.34,19,1.18,2024-09-29,2,,0,1
112,113,21,1,96,42,3.0,1475.75,1,3.07,31,0.95,2025-01-01,3,4.0,1,1
113,114,21,2,30,7,2.0,1441.13,4,3.16,2,0.1,2025-11-18,3,3.0,0,1
114,115,23,2,49,3,2.0,1495.27,5,3.41,47,1.71,2024-02-24,5,,0,1
115,116,20,2,82,23,3.0,1489.26,1,3.72,34,1.32,2024-07-24,6,,0,1
116,117,21,2,77,43,2.0,1405.44,4,3.59,68,2.62,2023-03-02,5,,0,1
117,118,29,1,81,6,3.0,1064.97,5,4.4,12,0.35,2025-06-03,6,,0,1
118,119,25,1,61,44,2.0,1398.12,6,2.88,8,0.38,2025-08-22,3,2.5,0,1
119,120,22,1,54,2,2.0,1433.47,5,3.52,61,2.52,2023-04-29,4,3.5,1,1
120,121,21,1,59,45,2.0,1322.07,5,3.85,13,0.51,2025-04-19,2,3.5,1,1
121,122,26,1,84,41,1.0,1312.51,4,3.61,29,1.32,2024-08-19,6,,0,1
122,123,23,1,32,22,1.0,1274.79,5,3.53,57,2.42,2023-06-08,3,,0,1
123,124,27,1,57,28,2.0,1001.91,6,3.53,47,1.84,2024-01-10,8,,0,1
124,125,29,1,33,16,2.0,1318.94,4,3.34,23,1.0,2024-12-28,3,,0,1
125,126,27,1,22,34,3.0,1148.62,1,3.57,5,0.11,2025-10-01,5,,0,1
126,127,21,2,61,44,2.0,1398.12,6,2.88,8,0.38,2025-05-07,5,5.0,0,1
127,128,18,2,46,37,2.0,1432.79,1,2.83,3,0.06,2025-11-05,8,4.0,1,1
128,129,20,0,17,1,1.0,1217.75,4,3.34,6,0.27,2025-07-31,2,,0,1
129,130,26,1,24,8,3.0,1258.72,5,3.65,35,1.55,2024-05-23,4,,0,1
130,131,22,1,44,29,2.0,1482.01,1,3.19,47,2.41,2023-05-05,3,4.5,0,1
131,132,18,1,80,11,1.0,1271.24,1,3.96,2,0.07,2025-10-28,8,5.0,1,1
132,133,28,1,49,3,2.0,1495.27,5,3.41,47,1.71,2024-04-05,1,2.5,0,1
133,134,20,2,12,46,3.0,1143.57,5,3.31,34,1.42,2024-06-08,5,,1,1
134,135,22,2,1,7,2.0,1489.82,5,3.74,19,0.61,2025-05-24,1,,1,1
135,136,22,2,2,33,3.0,1093.05,1,3.54,66,2.59,2023-04-13,2,4.5,0,1
136,137,27,1,30,7,2.0,1441.13,4,3.16,2,0.1,2025-12-06,3,2.5,0,1
137,138,18,2,70,47,1.0,1318.27,5,3.59,22,2.04,2023-12-28,7,,0,1
138,139,27,0,50,33,3.0,1329.27,4,3.54,67,2.38,2023-07-02,3,,0,1
140,141,28,1,77,43,2.0,1405.44,4,3.59,68,2.62,2023-06-05,8,,0,1
141,142,22,0,95,8,3.0,1025.01,6,3.79,32,1.53,2024-05-16,4,3.0,1,1
142,143,23,1,98,48,3.0,1333.23,5,3.45,24,1.17,2024-10-11,5,,0,1
143,144,19,2,33,16,2.0,1318.94,4,3.34,23,1.0,2024-12-11,4,,0,1
144,145,21,2,44,29,2.0,1482.01,1,3.19,47,2.41,2023-05-24,6,,0,1
145,146,24,2,21,49,1.0,1486.39,1,2.83,8,0.26,2025-08-01,1,,0,1
146,147,27,1,84,41,1.0,1312.51,4,3.61,29,1.32,2024-09-02,1,,0,1
147,148,25,1,44,29,2.0,1482.01,1,3.19,47,2.41,2023-08-20,3,,1,1
148,149,28,1,49,3,2.0,1495.27,5,3.41,47,1.71,2024-02-19,10,,0,1
149,150,24,2,11,30,3.0,1454.61,5,3.34,69,2.46,2023-08-01,6,,0,1
150,5,23,2,34,35,2.0,1021.87,4,3.44,28,2.14,2023-08-04,9,,0,1
151,65,27,1,32,22,1.0,1274.79,5,3.53,57,2.42,2023-08-10,10,,0,1
152,85,26,2,84,41,1.0,1312.51,4,3.61,29,1.32,2024-09-07,3,,0,1
153,26,20,2,64,2,2.0,1008.78,5,3.62,36,1.35,2024-08-17,4,,0,1
154,127,21,2,27,39,2.0,1302.04,1,3.15,35,1.95,2024-01-02,1,,0,1
155,142,22,0,33,16,2.0,1318.94,4,3.34,23,1.0,2024-11-18,5,,0,1
156,64,22,2,77,43,2.0,1405.44,4,3.59,68,2.62,2023-05-26,4,,0,1
157,103,28,2,99,50,1.0,1072.19,1,3.62,47,1.81,2023-12-07,3,5.0,0,1
158,56,21,2,74,15,1.0,1328.32,5,3.45,45,2.41,2023-05-03,1,,0,1
159,12,19,2,74,15,1.0,1328.32,5,3.45,45,2.41,2023-08-13,4,,0,1
160,21,29,1,27,39,2.0,1302.04,1,3.15,35,1.95,2023-12-17,9,,0,1
161,135,22,2,51,25,3.0,1033.0,6,3.48,59,1.75,2024-01-17,5,,0,1
162,93,29,1,62,7,2.0,1007.35,4,3.7,17,0.87,2025-01-06,4,,0,1
163,139,27,0,56,51,3.0,1374.32,5,3.37,21,1.11,2024-10-02,5,,0,1
164,141,28,1,31,52,1.0,1029.76,5,3.23,20,0.84,2025-01-15,6,,0,1
165,53,20,1,53,1,1.0,1160.75,4,3.34,19,1.18,2024-08-14,5,5.0,0,1
166,80,22,2,38,11,1.0,1182.3,4,3.52,43,1.01,2024-09-26,3,,0,1
167,3,25,2,18,52,1.0,1038.54,5,3.52,45,1.14,2024-10-17,4,,0,1
168,26,20,2,19,17,3.0,1332.49,4,3.42,51,2.15,2023-11-16,4,,1,1
169,28,28,1,68,26,2.0,1404.93,6,3.16,29,0.84,2025-03-14,1,,0,1
170,72,23,2,21,49,1.0,1486.39,1,2.83,8,0.26,2025-09-25,6,2.5,0,1
171,71,29,1,51,25,3.0,1033.0,6,3.48,59,1.75,2024-04-01,7,,0,1
172,141,28,1,34,35,2.0,1021.87,4,3.44,28,2.14,2023-08-31,5,,1,1
173,6,27,1,53,1,1.0,1160.75,4,3.34,19,1.18,2024-07-26,9,,0,1
174,78,29,2,61,44,2.0,1398.12,6,2.88,8,0.38,2025-08-10,4,,0,1
175,128,18,2,25,40,3.0,1474.05,5,3.94,24,1.22,2024-10-10,2,,0,1
176,89,27,0,58,53,1.0,1021.15,4,3.83,8,0.19,2025-07-22,4,,0,1
177,32,18,2,13,36,1.0,1083.02,5,3.45,13,0.4,2025-05-24,9,,0,1
178,79,20,2,80,11,1.0,1271.24,1,3.96,2,0.07,2025-09-06,3,,0,1
179,125,29,1,96,42,3.0,1475.75,1,3.07,31,0.95,2024-10-24,4,,0,1
180,14,29,1,48,14,3.0,1346.27,4,3.64,12,0.51,2025-05-11,2,,0,1
181,102,18,1,76,47,1.0,1444.44,4,3.5,25,0.66,2025-03-07,6,,0,1
182,65,27,1,12,46,3.0,1143.57,5,3.31,34,1.42,2024-05-04,4,,0,1
183,72,23,2,57,28,2.0,1001.91,6,3.53,47,1.84,2024-02-14,5,,0,1
184,97,27,1,99,50,1.0,1072.19,1,3.62,47,1.81,2024-02-07,8,,1,1
185,13,27,2,31,52,1.0,1029.76,5,3.23,20,0.84,2024-12-19,6,5.0,1,1
186,130,26,1,100,2,2.0,1382.22,1,3.44,6,0.06,2025-12-09,2,,0,1
187,20,22,1,2,33,3.0,1093.05,1,3.54,66,2.59,2023-05-15,6,,1,1
188,110,27,2,64,2,2.0,1008.78,5,3.62,36,1.35,2024-07-05,5,,0,1
189,7,20,0,3,23,3.0,1079.45,5,3.02,4,0.46,2025-07-06,3,4.5,0,1
190,111,27,1,89,12,1.0,1173.26,4,3.39,57,2.17,2023-10-26,3,,0,1
191,34,22,2,79,31,3.0,1000.74,1,3.21,10,0.49,2025-04-09,12,,0,1
192,26,20,2,28,13,1.0,1268.5,4,3.4,72,2.59,2023-05-31,5,5.0,0,1
193,85,26,2,18,52,1.0,1038.54,5,3.52,45,1.14,2024-10-13,4,,0,1
194,44,20,1,2,33,3.0,1093.05,1,3.54,66,2.59,2023-05-26,6,,0,1
195,76,21,2,76,47,1.0,1444.44,4,3.5,25,0.66,2025-05-12,5,4.0,0,1
196,4,23,2,75,36,1.0,1290.04,6,3.53,40,2.45,2023-07-15,8,,0,1
197,95,20,2,61,44,2.0,1398.12,6,2.88,8,0.38,2025-06-26,2,,0,1
198,26,20,2,92,24,1.0,1469.53,1,4.22,1,0.21,2025-08-03,7,,0,1
199,9,21,2,31,52,1.0,1029.76,5,3.23,20,0.84,2025-02-23,9,,0,1
200,137,27,1,11,30,3.0,1454.61,5,3.34,69,2.46,2023-05-05,5,,1,1
201,92,20,1,16,32,1.0,1356.01,1,3.85,22,0.64,2025-03-06,9,,1,1
202,104,20,2,91,9,1.0,1007.56,6,4.02,17,0.44,2025-05-21,6,,1,1
203,139,27,0,7,7,2.0,1360.0,1,3.06,6,0.27,2025-09-24,4,,0,1
204,110,27,2,1,7,2.0,1489.82,5,3.74,19,0.61,2025-02-20,5,,0,1
205,77,20,1,100,2,2.0,1382.22,1,3.44,6,0.06,2025-12-13,2,,0,1
206,30,26,1,71,54,2.0,1080.84,5,3.41,71,2.7,2023-03-09,6,,0,1
208,116,20,2,24,8,3.0,1258.72,5,3.65,35,1.55,2024-06-13,5,,1,1
209,107,24,2,48,14,3.0,1346.27,4,3.64,12,0.51,2025-03-21,7,,0,1
210,133,28,1,21,49,1.0,1486.39,1,2.83,8,0.26,2025-09-06,5,,0,1
211,32,18,2,64,2,2.0,1008.78,5,3.62,36,1.35,2024-08-24,8,,0,1
212,45,24,2,83,1,1.0,1012.6,5,3.57,8,0.3,2025-09-08,2,,0,1
213,57,29,1,53,1,1.0,1160.75,4,3.34,19,1.18,2024-07-22,9,,1,1
214,93,29,1,2,33,3.0,1093.05,1,3.54,66,2.59,2023-05-27,6,,0,1
216,22,22,2,5,5,2.0,1281.0,1,3.2,27,1.27,2024-08-29,7,,0,1
217,150,24,2,24,8,3.0,1258.72,5,3.65,35,1.55,2024-06-14,4,,1,1
218,97,27,1,98,48,3.0,1333.23,5,3.45,24,1.17,2024-11-09,4,,1,1
219,118,29,1,100,2,2.0,1382.22,1,3.44,6,0.06,2025-10-08,7,,0,1
220,139,27,0,28,13,1.0,1268.5,4,3.4,72,2.59,2023-06-13,3,,0,1
221,119,25,1,40,10,3.0,1417.74,5,3.42,19,1.22,2024-09-11,3,,0,1
223,5,23,2,18,52,1.0,1038.54,5,3.52,45,1.14,2024-09-07,6,,0,1
224,13,27,2,2,33,3.0,1093.05,1,3.54,66,2.59,2023-03-11,6,,1,1
225,138,18,2,11,30,3.0,1454.61,5,3.34,69,2.46,2023-04-20,4,,1,1
226,111,27,1,11,30,3.0,1454.61,5,3.34,69,2.46,2023-05-02,6,,0,1
227,18,24,2,50,33,3.0,1329.27,4,3.54,67,2.38,2023-07-31,4,,0,1
228,120,22,1,19,17,3.0,1332.49,4,3.42,51,2.15,2023-11-20,8,3.5,0,1
229,150,24,2,15,27,3.0,1055.37,5,3.41,30,1.16,2024-09-23,1,,1,1
230,24,22,1,14,34,3.0,1006.3,6,3.28,33,1.25,2024-06-30,1,,0,1
231,52,28,1,6,28,2.0,1490.65,6,3.57,76,2.5,2023-07-19,5,,0,1
232,76,21,2,72,13,1.0,1463.1,1,5.0,2,0.16,2025-08-27,3,3.5,0,1
233,59,18,2,78,18,1.0,1022.7,5,3.26,21,1.01,2024-09-26,10,,0,1
234,122,26,1,14,34,3.0,1006.3,6,3.28,33,1.25,2024-10-03,5,4.5,1,1
235,55,26,1,75,36,1.0,1290.04,6,3.53,40,2.45,2023-04-11,3,,0,1
236,113,21,1,46,37,2.0,1432.79,1,2.83,3,0.06,2025-11-30,3,4.5,0,1
237,40,23,2,31,52,1.0,1029.76,5,3.23,20,0.84,2024-12-28,7,5.0,0,1
238,148,25,1,62,7,2.0,1007.35,4,3.7,17,0.87,2025-02-04,2,,0,1
239,9,21,2,65,4,1.0,1274.19,5,3.48,45,2.1,2023-10-11,3,4.5,0,1
240,57,29,1,43,11,1.0,1103.65,4,4.0,28,1.33,2024-08-31,3,,0,1
241,13,27,2,39,38,3.0,1482.01,1,3.49,13,0.61,2025-04-12,5,,0,1
242,109,28,1,21,49,1.0,1486.39,1,2.83,8,0.26,2025-09-02,5,,0,1
243,117,21,2,56,51,3.0,1374.32,5,3.37,21,1.11,2024-09-09,5,4.0,0,1
244,41,18,2,96,42,3.0,1475.75,1,3.07,31,0.95,2025-01-02,4,,0,1
245,82,23,2,33,16,2.0,1318.94,4,3.34,23,1.0,2024-10-11,4,,0,1
246,102,18,1,68,26,2.0,1404.93,6,3.16,29,0.84,2025-01-13,3,4.5,0,1
247,89,27,0,65,4,1.0,1274.19,5,3.48,45,2.1,2023-12-08,2,,0,1
248,22,22,2,99,50,1.0,1072.19,1,3.62,47,1.81,2023-12-09,8,,0,1
249,120,22,1,81,6,3.0,1064.97,5,4.4,12,0.35,2025-09-12,5,,1,1
250,109,28,1,16,32,1.0,1356.01,1,3.85,22,0.64,2025-05-09,4,,0,1
251,84,20,2,37,2,2.0,1071.3,5,3.35,35,1.17,2024-11-15,2,3.5,0,1
252,135,22,2,33,16,2.0,1318.94,4,3.34,23,1.0,2025-01-17,9,,0,1
253,43,23,2,40,10,3.0,1417.74,5,3.42,19,1.22,2024-07-12,2,,0,1
254,31,28,0,90,10,3.0,1086.06,1,3.46,38,1.37,2024-07-07,13,,1,1
255,23,18,1,75,36,1.0,1290.04,6,3.53,40,2.45,2023-05-16,8,2.0,1,1
256,34,22,2,31,52,1.0,1029.76,5,3.23,20,0.84,2024-12-01,4,5.0,0,1
257,65,27,1,95,8,3.0,1025.01,6,3.79,32,1.53,2024-05-28,6,,0,1
258,86,21,2,15,27,3.0,1055.37,5,3.41,30,1.16,2024-08-17,3,,0,1
259,41,18,2,88,20,2.0,1216.01,1,3.49,23,1.17,2024-08-28,2,,0,1
260,60,20,0,7,7,2.0,1360.0,1,3.06,6,0.27,2025-09-13,5,,0,1
261,143,23,1,69,43,2.0,1003.92,5,3.92,15,0.48,2025-07-02,6,,1,1
262,54,19,2,40,10,3.0,1417.74,5,3.42,19,1.22,2024-09-20,5,3.5,0,1
263,72,23,2,49,3,2.0,1495.27,5,3.41,47,1.71,2024-04-27,3,,0,1
264,65,27,1,97,6,3.0,1126.68,1,3.33,22,1.07,2024-10-20,6,,1,1
265,84,20,2,17,1,1.0,1217.75,4,3.34,6,0.27,2025-10-01,7,,0,1
266,8,22,2,86,55,3.0,1202.26,4,3.47,75,2.4,2023-06-14,5,,0,1
267,150,24,2,47,15,1.0,1320.1,4,3.93,21,0.71,2025-01-19,10,,1,1
269,6,27,1,19,17,3.0,1332.49,4,3.42,51,2.15,2023-11-18,5,,0,1
270,61,29,0,14,34,3.0,1006.3,6,3.28,33,1.25,2024-07-19,5,4.0,0,1
271,93,29,1,32,22,1.0,1274.79,5,3.53,57,2.42,2023-04-23,3,,0,1
273,45,24,2,8,22,1.0,1472.85,6,3.46,41,2.42,2023-05-23,7,3.5,0,1
274,26,20,2,54,2,2.0,1433.47,5,3.52,61,2.52,2023-06-21,5,,0,1
275,25,26,1,77,43,2.0,1405.44,4,3.59,68,2.62,2023-02-24,5,,0,1
276,45,24,2,39,38,3.0,1482.01,1,3.49,13,0.61,2025-04-28,9,,0,1
277,146,24,2,45,14,3.0,1340.38,1,2.63,6,0.16,2025-10-13,6,3.5,0,1
278,45,24,2,47,15,1.0,1320.1,4,3.93,21,0.71,2025-02-21,6,4.0,0,1
279,104,20,2,49,3,2.0,1495.27,5,3.41,47,1.71,2024-04-11,3,,0,1
280,112,23,2,37,2,2.0,1071.3,5,3.35,35,1.17,2024-11-01,3,,1,1
281,124,27,1,68,26,2.0,1404.93,6,3.16,29,0.84,2024-12-16,6,,1,1
282,52,28,1,56,51,3.0,1374.32,5,3.37,21,1.11,2024-10-01,5,,1,1
283,140,19,2,31,52,1.0,1029.76,5,3.23,20,0.84,2025-01-27,7,,0,1
285,112,23,2,18,52,1.0,1038.54,5,3.52,45,1.14,2024-10-26,11,,0,1
287,1,28,1,57,28,2.0,1001.91,6,3.53,47,1.84,2024-03-08,6,,0,1
288,62,20,1,27,39,2.0,1302.04,1,3.15,35,1.95,2024-01-18,7,,0,1
289,73,23,2,92,24,1.0,1469.53,1,4.22,1,0.21,2025-07-29,4,,1,1
290,82,23,2,71,54,2.0,1080.84,5,3.41,71,2.7,2023-03-22,5,4.5,0,1
291,109,28,1,45,14,3.0,1340.38,1,2.63,6,0.16,2025-09-22,11,,0,1
292,45,24,2,5,5,2.0,1281.0,1,3.2,27,1.27,2024-10-05,4,,0,1
293,105,21,2,93,19,1.0,1271.0,1,3.36,40,2.5,2023-05-28,6,,0,1
294,62,20,1,79,31,3.0,1000.74,1,3.21,10,0.49,2025-07-09,4,,0,1
295,10,27,1,11,30,3.0,1454.61,5,3.34,69,2.46,2023-05-03,4,,0,1
296,68,24,2,44,29,2.0,1482.01,1,3.19,47,2.41,2023-06-17,4,,0,1
297,130,26,1,23,54,2.0,1142.65,5,3.65,41,1.99,2023-12-30,3,,0,1
298,46,19,2,25,40,3.0,1474.05,5,3.94,24,1.22,2024-09-06,5,,0,1
299,34,22,2,94,2,2.0,1457.27,4,4.05,6,0.19,2025-08-04,4,,0,1
300,63,22,1,52,56,1.0,1355.06,6,3.37,50,2.22,2023-09-08,7,4.5,0,1
301,111,27,1,11,30,3.0,1454.61,5,3.34,69,2.46,2023-05-06,5,,0,1
